"artist","song","vector"
"Rodrigo Amarante","Tuyo (Narcos Theme)","[0.898850262165, 0.423109263182, 3.26900982857, 805.784790039, 0.0765572488308, 6.8226890564, 672.749206543, 14.8629026413, 0.418282151222, 12.1876239777, 3200445.5, 0.85005325079, 0.000330912211211, 0.0258434135467, 0.00375361484475, 0.00116247439291, 0.00318584777415, 0.00322200031951, 0.00314072752371, 0.00196442357264, 0.00230587669648, 0.0012459551217, 0.00042157509597, 0.000486092758365, 0.000258243439021, 0.00055035261903, 0.000190678445506, 0.000144002799061, 0.000162549637025, 0.000122374811326, 8.0141966464e-05, 0.00013731517538, 7.53201893531e-05, 6.3721461629e-05, 2.47790558205e-05, 1.13891010187e-05, 5.17686703461e-06, 1.39896519613e-06, 2.25023825351e-07, -708.237792969, 177.773651123, 5.99070501328, 34.6330490112, -0.25359454751, 9.17373847961, 0.234484091401, 4.4053606987, 3.62240934372, 6.10986423492, 4.38149833679, 5.55172872543, 4.3720035553, -60.4063453674, 150.251785278, -104.500839233, 29.6875762939, -45.95362854, 4.23045301437, -18.4300804138, 4.84477996826, -6.35303211212, 3.95619297028, -2.88259625435, -1.59510922432, -1.27311110497, 112.095031738, 1.2340413332, 4.2155995369, 0.531801700592, 15.3015909195, 1.67109405994, 0.816825330257]"
"Lil Uzi Vert","Chips and Dip","[0.748404979706, 0.467471510172, 3.55596113205, 1506.72070312, 0.103726103902, 7.82032108307, 1761.74377441, 38.7996444702, 0.456677883863, 18.3865623474, 6117317.5, 0.936353385448, 0.0158835221082, 0.0519939512014, 0.00425691250712, 0.00207006884739, 0.00193756748922, 0.00085268181283, 0.00169802992605, 0.000724634039216, 0.00221854168922, 0.00102084164973, 0.00148841389455, 0.00118121376727, 0.000819742621388, 0.00067469017813, 0.000473013758892, 0.000365402956959, 0.000364607112715, 0.000285544840153, 0.000173637512489, 0.000376978772692, 0.000237634405494, 0.000402652920457, 0.000405040103942, 0.000527280033566, 0.000550699303858, 0.000232874313951, 2.31560643442e-05, -638.195556641, 107.899864197, 8.686170578, 2.99535346031, 1.3868585825, 9.30141735077, 5.75783538818, 7.3313999176, 3.96218013763, -0.996205091476, 2.81279683113, 1.06745898724, 0.564457297325, 15.2613487244, 60.4533882141, -98.7906417847, 12.6181077957, -54.1542663574, 24.0961761475, -30.3324985504, 12.0426664352, -24.2174072266, 5.38308811188, -17.0978527069, 4.24382781982, -10.9966926575, 130.147384644, 0.955793201923, 4.29585599899, 0.525766551495, 12.6795129776, 2.16976475716, 0.739710450172]"
"Childish Gambino","Feels Like Summer","[0.8709192276, 0.445198386908, 6.55019760132, 944.257080078, 0.103175133467, 7.23260259628, 1039.04663086, 18.2117424011, 0.415041387081, 12.3110847473, 4250369.5, 0.807966768742, 0.00258706742898, 0.0482555702329, 0.00566904712468, 0.00192710827105, 0.0035084085539, 0.00258293026127, 0.000961733108852, 0.000897678139154, 0.00150816235691, 0.00143478019163, 0.000791555794422, 0.000830500037409, 0.000541760120541, 0.000429074745625, 0.000378270226065, 0.000237195985392, 0.000279857602436, 0.000168034355738, 0.000153570814291, 0.000166423167684, 0.000133382360218, 9.14276970434e-05, 7.84995718277e-05, 5.92566611886e-05, 3.29043032252e-05, 1.02624562714e-05, 2.24593281928e-06, -730.383056641, 144.257675171, 9.07759284973, 24.201210022, 0.820208370686, 12.0651884079, 6.47595500946, 7.23267030716, 3.73190832138, 9.3936252594, 1.41499733925, 3.34872984886, 3.71663212776, -95.7113265991, 115.661308289, -97.9745407104, 26.2347126007, -46.3023414612, 15.1282739639, -16.9295024872, 7.81663608551, -11.7689170837, 4.97976922989, -4.90876483917, 1.03500962257, -1.33230209351, 82.9914474487, 1.21083962917, 3.80264687538, 0.471881061792, 13.2436676025, 1.83187413216, 0.562217354774]"
"Snoh Aalegra","IN YOUR EYES","[0.918186843395, 0.436977595091, 4.26215744019, 802.689453125, 0.0726559907198, 7.15271711349, 978.734191895, 13.2762041092, 0.578652501106, 12.9192380905, 4845354.5, 0.789093434811, 0.000784039555583, 0.00755326077342, 0.00187998707406, 0.00267616915517, 0.00523229502141, 0.00231288792565, 0.00126237492077, 0.0012553272536, 0.00116213341244, 0.000998019706458, 0.000556803192012, 0.00033114067628, 0.0002523837029, 0.000347993976902, 0.000272351346212, 9.08174843062e-05, 0.000137809518492, 0.000143556753756, 0.000124284648336, 9.5684772532e-05, 4.85316559207e-05, 6.26311666565e-05, 7.47267476982e-05, 5.06450705871e-05, 8.03258808446e-05, 4.10343127442e-05, 1.08774011096e-05, -701.779296875, 147.218383789, 18.4704589844, 8.15300655365, 5.12197589874, -1.37177729607, -2.90296936035, 1.2292290926, -9.66564083099, 2.73866868019, -2.86124944687, -7.87780952454, -2.42163348198, -52.9031906128, 107.551300049, -92.1513061523, 9.92191028595, -58.9117889404, 8.53991127014, -40.9047698975, 2.41175103188, -23.4681663513, -4.98835992813, -11.983716011, -4.14813661575, -11.5241003036, 120.004257202, 1.3192306757, 3.0633494854, 0.564366519451, 12.8336801529, 2.04700160027, 0.738813519478]"
"Playboi Carti","CRANK","[0.984765291214, 0.472938030958, 2.15435051918, 1955.04223633, 0.0998212397099, 8.03867053986, 1332.05297852, 52.0103645325, 0.282072037458, 16.2639102936, 7539208, 0.55931854248, 0.00475779222324, 0.0542193613946, 0.00114658789244, 0.0011455391068, 0.00213500787504, 0.00136343797203, 0.00137155409902, 0.000717872870155, 0.000638091238216, 0.000709540385287, 0.000535744300578, 0.000603527121712, 0.000556489045266, 0.000585205038078, 0.000563720241189, 0.000349711044692, 0.000316759891575, 0.000234396778978, 0.00039567501517, 0.000332315888954, 0.000318670616252, 0.000614776392467, 0.00128095922992, 0.000847202027217, 0.000741363153793, 0.000481879280414, 5.88937473367e-05, -626.92175293, 84.7260131836, 36.6141624451, 27.959903717, 26.0622196198, 26.3249034882, 6.8472161293, 13.3589344025, 4.21351337433, 13.4102468491, 2.71307229996, 4.85802698135, 10.2491083145, 31.6531963348, 48.5286750793, -68.8308334351, 50.5495681763, -39.0630645752, 37.508354187, -29.7766933441, 14.500374794, -9.36375522614, 13.7258253098, -4.91826343536, 11.7696552277, -2.90068864822, 143.004379272, 1.37268555164, 5.13831663132, 0.415322721004, 12.8768749237, 2.17989301682, 0.349460989237]"
"Joey Bada$$","Shine","[0.946962058544, 0.439909726381, 2.63121604919, 1132.02697754, 0.110314525664, 7.23739957809, 1254.72717285, 22.4168167114, 0.48047119379, 14.8204402924, 4693017.5, 0.798332631588, 0.000537935527973, 0.0247416757047, 0.00610679760575, 0.00243962486275, 0.00297796842642, 0.00314035150222, 0.00119422550779, 0.00157477648463, 0.00111068342812, 0.000915178796276, 0.000964158214629, 0.000719840289094, 0.00111055676825, 0.00053235096857, 0.000623238098342, 0.000249634118518, 0.000272628414677, 0.000233599843341, 0.000198018926312, 0.000231555502978, 0.000165884237504, 0.000180622810149, 0.000191163388081, 0.000180281043868, 8.82212189026e-05, 3.33081552526e-05, 6.65836296321e-06, -666.471618652, 138.343185425, 20.1242313385, 23.2925815582, 11.2537441254, 9.78767585754, 1.48829257488, 7.21494483948, -2.48582553864, 13.3311862946, 3.33303499222, 0.157842218876, 0.543262481689, -16.0646781921, 107.813423157, -93.568649292, 35.5887641907, -49.5046348572, 18.9517631531, -30.0905017853, 8.14610481262, -10.7293367386, 2.13108611107, -6.12680578232, -5.86637830734, -9.31576728821, 89.8308258057, 1.36414146423, 4.46015834808, 0.487115055323, 12.9875268936, 2.00858402252, 0.656358838081]"
"Lil Yachty","drive ME crazy!","[0.924383938313, 0.450745046139, 3.87303972244, 1029.92529297, 0.0797731652856, 7.15389251709, 1251.45800781, 15.7288227081, 0.577196717262, 15.437664032, 3344919.75, 0.880977392197, 0.000334859680152, 0.00597150158137, 0.00240857433528, 0.00338344485499, 0.00379117508419, 0.00195607007481, 0.00153784209397, 0.00119548651855, 0.00119345868006, 0.000941141566727, 0.000829111435451, 0.000565061112866, 0.000310935254674, 0.000311926967697, 0.000350731395883, 0.000295202538837, 0.000217823238927, 0.000174348257133, 0.00013972526358, 0.000144466321217, 0.000166877056472, 0.000175989363925, 0.000155974310474, 0.000109893633635, 3.33574207616e-05, 4.02427031077e-06, 2.77051981357e-07, -696.095031738, 157.522781372, -11.9568004608, 15.6171779633, -3.34692215919, -0.661196172237, -7.10710430145, -2.6157283783, -3.65800189972, 0.180951103568, -9.04673099518, -3.14243626595, -3.07706236839, -60.3191795349, 132.663909912, -133.642105103, 19.2644615173, -60.9150161743, 1.72855174541, -37.4125442505, -2.0660700798, -18.3065605164, -7.53115606308, -10.3079662323, -9.03347969055, -2.23352956772, 106.953720093, 1.33528268337, 3.43748021126, 0.528675913811, 13.8352222443, 1.98673725128, 0.686521530151]"
"Drake","Not You Too (feat. Chris Brown)","[0.692990362644, 0.428495973349, 7.06061267853, 925.129150391, 0.0753126889467, 7.20926761627, 1316.80114746, 20.1877346039, 0.464519798756, 9.82902908325, 6330684.5, 0.572326183319, 0.013316238299, 0.0205508414656, 0.00248365732841, 0.00197029486299, 0.00254980055615, 0.00256514013745, 0.00274742441252, 0.00211277487688, 0.00133651273791, 0.000907252891921, 0.000420524156652, 0.000328825699398, 0.000347183085978, 0.000287211791147, 0.000126263214042, 0.000110871631477, 9.53682829277e-05, 7.97900211182e-05, 8.96495112102e-05, 7.8196884715e-05, 7.00174568919e-05, 0.000128308791318, 0.000129964813823, 0.000210781436181, 0.000220333909965, 0.000186000193935, 4.5030417823e-05, -744.238098145, 143.195632935, 34.7760734558, 1.50633621216, 3.76314592361, -0.437271922827, -6.41996765137, 3.33351182938, -1.78633594513, 0.121612526476, 4.10951280594, 3.08214569092, 0.869383335114, -95.4399414062, 96.4240570068, -70.9933166504, 0.723722279072, -60.1962051392, 11.53474617, -36.8626937866, 9.11735534668, -14.4811220169, 4.88231086731, -9.75317764282, 5.94163036346, -8.97316646576, 87.7885513306, 1.15574622154, 3.26659536362, 0.449372917414, 14.390871048, 1.71293842793, 0.698136091232]"
"PARTYNEXTDOOR","DEEPER","[0.720568656921, 0.433514088392, 7.01510334015, 1048.25280762, 0.07855078578, 7.26140451431, 1127.93676758, 25.8372135162, 0.439015984535, 10.4861917496, 6011788, 0.738293945789, 0.0093849459663, 0.0310183428228, 0.00249971123412, 0.00212377985008, 0.00354998023249, 0.00149422918912, 0.00155248213559, 0.00268320203759, 0.00133681134321, 0.00131460640114, 0.000310709234327, 0.000387904816307, 0.000425708654802, 0.00023971493647, 0.000125880294945, 0.000133595051011, 0.000248365482548, 0.000203938383493, 0.000250331941061, 0.000220137400902, 0.000195703716599, 0.000256863131654, 0.000471462728456, 0.000313285709126, 0.000231111276662, 0.000121481039969, 1.53607961693e-05, -729.040771484, 124.700370789, 26.5262546539, 10.5994682312, 5.13822364807, -6.27103805542, 1.40451133251, 4.07888650894, -1.91096663475, -1.47555744648, 1.93894267082, -1.42519783974, -5.23110723495, -75.161239624, 79.2853317261, -80.3242721558, 12.572019577, -60.512676239, 9.7797088623, -38.6324386597, 14.8051404953, -26.9790039062, 0.700218379498, -15.2375106812, 1.78432059288, -12.7957954407, 96.8722457886, 0.959089457989, 3.24920010567, 0.440847218037, 14.8743581772, 1.74353039265, 0.572478950024]"
"Young Thug","Power","[0.902647137642, 0.418005526066, 5.1517572403, 1039.5970459, 0.0774557814002, 7.08991098404, 947.349182129, 20.921995163, 0.396163225174, 10.2857656479, 5364231.5, 0.607693612576, 0.0048742457293, 0.0229446478188, 0.00139091559686, 0.000799787696451, 0.00130074901972, 0.000684507598635, 0.00243084970862, 0.00177357450593, 0.00195654970594, 0.000585436355323, 0.000262187095359, 0.000380860292353, 0.000342137704138, 0.000222979899263, 0.0001960695663, 0.000185031080036, 0.000156692185556, 0.000238075430389, 0.000184452859685, 0.000203550283914, 0.000246747513302, 0.000188242833246, 0.00020236374985, 0.000150571926497, 0.000152791180881, 0.000159733303008, 7.46484656702e-05, -742.434387207, 143.847427368, 34.9063301086, 12.3925294876, 3.80348730087, 4.69022083282, -1.20815992355, 14.5818710327, 5.16276741028, 11.1270160675, 15.1061973572, 6.45127105713, 3.8830780983, -84.9671707153, 101.754997253, -70.4491348267, 11.684879303, -49.9402656555, 15.2621269226, -19.6236190796, 17.1721115112, -1.98371052742, 5.56870079041, -6.74400281906, 1.94520974159, -12.8872470856, 138.925018311, 1.21076965332, 4.30919933319, 0.527898132801, 14.1206598282, 1.77472281456, 0.593931436539]"
"Saltyngget","Blick Sum","[0.936826527119, 0.461367458105, 3.62623953819, 1686.45861816, 0.10379345715, 7.83714056015, 1960.84008789, 61.304397583, 0.349294275045, 11.8722581863, 8358825.5, 0.759252548218, 0.0223531890661, 0.0955725982785, 0.00327864661813, 0.00116983940825, 0.00141309155151, 0.000723416800611, 0.000497719331179, 0.000818018510472, 0.000630559457932, 0.0009996665176, 0.00105007563252, 0.000911778595764, 0.0010797547875, 0.000812349142507, 0.000515759747941, 0.000364349165466, 0.000318434380461, 0.000301708147163, 0.000190458536963, 0.00012714190234, 0.000161043994012, 0.000262617279077, 0.000852592173032, 0.00104570609983, 0.00111170997843, 0.000789012701716, 0.000231535581406, -673.367004395, 83.9597854614, 24.0969734192, 2.61290621758, 23.1652584076, 16.6186084747, 15.0811243057, 14.4173202515, 1.5461230278, 10.2276344299, 5.27472925186, 7.5396938324, -0.874747037888, -8.27750492096, 31.8530521393, -74.8201293945, 19.5482368469, -36.9770774841, 37.4204177856, -27.1942634583, 15.9996042252, -15.6669139862, 4.97996282578, -4.84545278549, 3.47092890739, -9.06583690643, 150.148864746, 1.10826551914, 5.13142776489, 0.444557875395, 14.1808109283, 1.94780468941, 0.522076547146]"
"Kidwild","Redemption (feat. Nemzzz)","[0.602421343327, 0.457111746073, 2.87180995941, 1499.73742676, 0.0752151831985, 7.56925058365, 1793.34729004, 20.3837814331, 0.455178946257, 12.9168291092, 5218666.5, 0.551202237606, 0.0036910395138, 0.0131559064612, 0.00189406401478, 0.000860983331222, 0.0012712883763, 0.00177894008812, 0.000652203452773, 0.000828187156003, 0.000526048592292, 0.000319644139381, 0.000296861602692, 0.000405269296607, 0.000241581408773, 0.000231093174079, 0.000167828067788, 0.000192671941477, 0.000236589810811, 0.000212266881135, 0.000306850444758, 0.000189197380678, 0.000182465300895, 0.000279897765722, 0.000319655664498, 0.000394476781366, 0.000211543519981, 9.0909015853e-05, 1.26780687424e-05, -695.5546875, 106.289321899, 6.93246459961, 16.5855808258, -3.02531123161, 0.515789985657, -7.18839359283, 1.37128663063, -4.50260639191, -4.74957752228, 4.21355009079, 4.50112056732, 1.83625686169, -54.7083435059, 73.5324630737, -112.668411255, 28.1999702454, -67.3546218872, 9.44701004028, -37.3147087097, 7.66840267181, -17.1382865906, 4.63043642044, -6.26539516449, 4.7449836731, -7.60119962692, 99.7531356812, 1.15935850143, 4.77406024933, 0.459890842438, 13.765827179, 1.94779205322, 0.590388178825]"
"Drake, Majid Jordan","Summers Over Interlude","[0.915247023106, 0.442710250616, 2.3324213028, 773.830566406, 0.0791016221046, 6.8774433136, 749.445495605, 18.4267463684, 0.443511277437, 14.630982399, 2708111.75, 1.3597356081, 0.000117604009574, 0.0154575100169, 0.00391724705696, 0.0014130739728, 0.00295061408542, 0.00165065110195, 0.00237239804119, 0.000869899871759, 0.00275758048519, 0.00444808974862, 0.00142604659777, 0.00100893538911, 0.000893014424946, 0.000648852088489, 0.000238188207732, 0.000194521184312, 0.000389868364437, 0.000109918961243, 5.22494556208e-05, 1.65406909218e-05, 1.01578252725e-05, 0.000110760345706, 1.34420088216e-05, 1.42485605465e-05, 2.31141621043e-06, 5.83000598908e-07, 6.42847508558e-09, -689.270629883, 193.045608521, -10.9606132507, 13.8305664062, 2.0769534111, 19.3507347107, -6.54384851456, 26.262638092, -2.06556487083, -1.98379123211, 10.1609430313, -5.11096048355, 1.93129241467, -45.9353981018, 166.226913452, -125.7056427, 20.0741786957, -45.9973106384, 21.8325271606, -19.2523403168, 1.17826843262, -2.93167614937, -11.9172592163, -4.20018482208, 5.45762014389, -3.79897665977, 131.283325195, 0.956249177456, 1.77928972244, 0.48337289691, 14.5742721558, 1.79745805264, 0.715380787849]"
"beabadoobee","the perfect pair","[0.910907804966, 0.442266225815, 3.44563555717, 862.425415039, 0.0938994958997, 7.19928312302, 943.529907227, 17.3333377838, 0.505688369274, 15.5655813217, 4644765, 0.804569303989, 0.000705651007593, 0.0140532972291, 0.00626372592524, 0.00431103957817, 0.00610407115892, 0.00333378673531, 0.00212480546907, 0.00142042851076, 0.00199592113495, 0.00109456118662, 0.00109044392593, 0.000679158023559, 0.000341972772731, 0.000207649238291, 0.000213647770579, 0.000198190158699, 0.000145236277604, 0.000167110716575, 0.000196899243747, 0.000171531311935, 9.41853286349e-05, 6.58431017655e-05, 4.00443641411e-05, 5.69818439544e-05, 5.79201769142e-05, 2.5081953936e-05, 6.32012961432e-06, -667.654296875, 142.582489014, 14.9873714447, 23.5909156799, 5.91231155396, -2.07694745064, 11.1047410965, 0.914755225182, 0.65144443512, -4.51998376846, -5.25541114807, -3.08520150185, -3.04381918907, -16.2737827301, 106.315734863, -92.9206008911, 24.2789478302, -52.4706230164, 8.25579833984, -34.5324325562, 9.73419094086, -33.0339736938, -3.09451723099, -15.2818260193, -4.12610197067, -7.26043272018, 146.036132812, 1.13560557365, 4.68596744537, 0.441877573729, 16.7227840424, 1.61720967293, 0.615767359734]"
"Lil Uzi Vert","FOR FUN","[0.971837222576, 0.432798296213, 2.75432896614, 1164.16113281, 0.117419473827, 7.3231844902, 773.871765137, 29.0459594727, 0.334955394268, 14.9543266296, 5786519, 0.395390957594, 0.0338830314577, 0.0270378142595, 0.00105921644717, 0.000451539177448, 0.00189913413487, 0.00144800904673, 0.00135335884988, 0.00310237659141, 0.00134661758784, 0.00145374494605, 0.000629238318652, 0.00102670164779, 0.00081921427045, 0.000531703117304, 0.000343049818184, 0.000281104905298, 0.000352905568434, 0.000338731828379, 0.000219359149924, 0.00021058243874, 0.000237937216298, 0.00030333281029, 0.000282402179437, 0.000325696368236, 0.000264988862909, 0.00016576233611, 1.99570622499e-05, -671.382324219, 140.174621582, 29.4567108154, -1.78481531143, -1.03523540497, 4.43941450119, -2.53099012375, 12.6900653839, 5.80071592331, 5.77950429916, 12.7239542007, 7.95330142975, 5.85295677185, -13.5857620239, 93.9572753906, -83.8701553345, 6.2490029335, -63.1096534729, 24.7723350525, -27.2509155273, 20.5576992035, -7.46653366089, 10.8857183456, -6.00621128082, 11.290473938, -4.60565710068, 133.963165283, 1.42916667461, 5.20518636703, 0.502002894878, 13.4222164154, 1.84703993797, 0.521059632301]"
